n log_a5 sigma f_out logL
2.547062939271065751e+00 -1.150961172627915019e+01 1.358626861344490178e-01 2.812658889144351720e-02 -7.390948682275582541e+03
2.171362307251822443e+00 -8.576740522822269952e+00 2.038834768981735990e-01 8.096244697225940534e-02 -7.380488520173104916e+03
2.875827571742317179e+00 -8.232641828461638056e+00 1.371497914526292328e-01 9.588164728792564206e-02 -7.376199257658034185e+03
2.728947268522795788e+00 -1.095883140287188695e+01 7.693796003582659138e-02 4.819715765786639766e-02 -7.345436045051491419e+03
2.465793643469378793e+00 -1.232174400841915052e+01 1.372997717857399880e-01 6.284671996757436319e-02 -7.341259508041326626e+03
2.076774413836817601e+00 -1.279396042060153782e+01 1.071603059246141743e-01 9.896166469498865470e-02 -7.331341459770754227e+03
1.987920920505986677e+00 -1.219222733539067249e+01 1.009105692566111545e-01 9.936102353174777746e-02 -7.322141496534539328e+03
1.118682623844029056e+00 -1.165568948649249847e+01 9.531254903679708956e-02 9.795461875922895079e-02 -7.290909714945430096e+03
1.079894464001190935e+00 -1.256309520083464548e+01 1.177406418201745880e-01 9.278060114691309701e-02 -7.261918986434117869e+03
1.779236281747507142e+00 -1.112296345084450166e+01 9.929429965541905490e-02 4.864212730884506786e-02 -7.229591672490341807e+03
1.447302392467080923e+00 -9.483013802640666512e+00 1.560590790941797090e-01 3.070800486332140450e-02 -7.197742616630865996e+03
2.567066559388659464e+00 -1.113604245327692865e+01 9.027696832428909468e-02 5.345162705122047386e-02 -7.193292336272081229e+03
1.506469135977831497e+00 -1.164550555821615241e+01 1.581224479214375922e-01 3.595975079045776734e-02 -7.165741355167600886e+03
1.234882523458106007e+00 -1.118971818279284491e+01 7.841597018404740382e-02 8.580040878158179396e-02 -7.147471154200588899e+03
1.044498447697519650e+00 -1.178722544634963576e+01 1.294801590418960813e-01 7.804118294739370576e-02 -7.140731862284234012e+03
2.008869201864203369e+00 -1.253826942338734440e+01 1.440536703011547903e-01 7.196563583855895840e-02 -7.112786591702457372e+03
2.104651224666361564e+00 -1.222726952971045478e+01 1.237890646994553312e-01 8.637337051064357396e-02 -7.105727685786447182e+03
2.601279912999118871e+00 -1.233126865356083712e+01 1.510507894952335672e-01 5.775854111920213779e-02 -7.088989767295235652e+03
1.562851884753381437e+00 -1.100327534514348748e+01 7.909464973269082766e-02 6.512809253137702425e-02 -7.083962096235009085e+03
1.472264535139099495e+00 -9.366661995117413042e+00 1.957511762605245731e-01 3.270713641963100132e-02 -7.027915348344105951e+03
1.833146661128821409e+00 -1.149474646025929836e+01 1.218506025359658990e-01 6.344065494608643052e-02 -7.009287091380948368e+03
1.219155356408193391e+00 -1.118986634534103963e+01 1.125126879669604146e-01 4.864705997619537398e-02 -7.004338094870602617e+03
2.525102088303689207e+00 -8.222609646148299589e+00 2.448719487195745170e-01 9.505715464678333657e-03 -7.000622124640083712e+03
1.971537694867349311e+00 -8.784246661208243268e+00 2.047030768941150436e-01 9.232991203839363559e-02 -6.990562957649590317e+03
1.762896454239323729e+00 -1.183273131164448699e+01 1.328374478198104391e-01 7.410468073121954935e-02 -6.984409026302610073e+03
1.408986857198170517e+00 -1.094168770009057035e+01 9.731655810003406182e-02 2.883707466394768229e-02 -6.970514833848750641e+03
1.070522219384364204e+00 -1.217472241379683595e+01 1.259537341706196412e-01 9.752941418468304147e-02 -6.963431638797455889e+03
1.900783659957137939e+00 -1.166028094520191338e+01 1.078575962305599323e-01 9.120464803297051448e-02 -6.936292951922319844e+03
1.431675827199844875e+00 -9.308898277919212205e+00 2.266887275041418182e-01 5.569525110260419715e-02 -6.917545898231854153e+03
1.494290027803142351e+00 -9.495962293149480260e+00 1.292542886259470114e-01 4.583726918780979542e-02 -6.909199533491651891e+03
2.154850046569478650e+00 -1.229077059120180593e+01 1.283037626737097148e-01 9.301505633261963890e-02 -6.886005374113534344e+03
1.271427709459568511e+00 -1.206539562995798143e+01 1.815560565701863638e-01 4.149063917718729538e-02 -6.880816269672488488e+03
1.361111159576894769e+00 -1.200424805910268944e+01 1.343376202998850522e-01 8.903311595674640033e-02 -6.864403768971902537e+03
2.057774969077174276e+00 -1.299363292537344705e+01 1.509181222895019658e-01 7.885029858067767183e-02 -6.852724656465335102e+03
2.482435270781974346e+00 -1.218337175131474659e+01 1.431438676481330274e-01 7.265281596679890042e-02 -6.847913943686466155e+03
2.885715410017804849e+00 -1.298229056950083837e+01 1.318104580677029181e-01 9.601396245721288691e-02 -6.847657826202868819e+03
1.973104670100470193e+00 -1.260335313374490340e+01 1.651140861962074879e-01 6.280223072182042343e-02 -6.845225570543492722e+03
2.300120283816804445e+00 -1.255809294598205383e+01 1.368719659743745654e-01 8.980818111106980695e-02 -6.843881881770581458e+03
2.700005659830373439e+00 -1.160870663117500534e+01 9.731523048638815454e-02 9.135489520323153423e-02 -6.843757138531068449e+03
2.871910815110235937e+00 -1.268146464430099130e+01 1.851494879635780522e-01 3.596219577263019135e-02 -6.833356637945778857e+03
1.139473777352913553e+00 -1.208870151521208847e+01 1.643768508618269064e-01 6.343690970550702746e-02 -6.826620777438287405e+03
1.991447692593942609e+00 -1.190191840902455489e+01 1.693266153406674246e-01 4.122559456697988400e-02 -6.813288269676600976e+03
1.656923507853942823e+00 -1.209753553449752239e+01 1.750739588074343156e-01 4.778551983788331681e-02 -6.812054832028227793e+03
1.053222709907303267e+00 -1.126717754097813895e+01 9.524630090958211004e-02 8.846701994267720803e-02 -6.789090192294661392e+03
1.995817304600463471e+00 -9.055045447754192622e+00 1.312225658527069183e-01 7.500897788692993673e-02 -6.788829379045391761e+03
1.437931898201851855e+00 -1.172005878828248093e+01 1.752810825521363136e-01 3.507787202102139595e-02 -6.778544301355719654e+03
1.514917491680540129e+00 -1.206450619728804163e+01 1.469704450489048020e-01 8.158301881193186222e-02 -6.748016635811278320e+03
2.029363174922646174e+00 -1.231396939977314275e+01 1.655818561674459732e-01 6.309440767943963468e-02 -6.723059091885284033e+03
2.805321055605177083e+00 -1.112795329874273875e+01 7.337800913545969306e-02 8.769594717890900892e-02 -6.720986453551915474e+03
1.081738004492429406e+00 -1.160843439670109944e+01 1.925471434119302994e-01 1.502140439311067110e-02 -6.716790208364445789e+03
1.296449714835306466e+00 -9.681317469332972436e+00 1.134204146061589952e-01 5.534492173447358443e-02 -6.715286945579542589e+03
1.118580367553455135e+00 -1.134748083910772110e+01 1.322991891551309751e-01 5.667782069922369659e-02 -6.711520654417533478e+03
1.086558665396330614e+00 -1.137286131762315655e+01 1.478044537440847128e-01 4.229675751146733109e-02 -6.672663742695664041e+03
2.094060400480550754e+00 -1.221664333394861224e+01 1.411164350828248149e-01 8.921002232269059640e-02 -6.669009291527474488e+03
1.743118434111478710e+00 -1.182774427709235887e+01 1.383575053472249627e-01 8.257596650975990160e-02 -6.662372034152737797e+03
1.449247558274598946e+00 -1.212387885877585703e+01 1.664241411569665208e-01 6.741103810930762497e-02 -6.645555527301382426e+03
2.948698196703646524e+00 -1.228238031007769138e+01 1.287574258179068898e-01 9.472792139710581316e-02 -6.643845383063448025e+03
1.449583540319513864e+00 -1.145238126157650171e+01 1.253994063792250313e-01 7.632068010440212769e-02 -6.636102857738387684e+03
2.868013339712317311e+00 -9.258458605488057103e+00 5.101401467621442809e-02 3.008312424668091456e-03 -6.622561144233928644e+03
2.039482285500828773e+00 -9.015071771781656196e+00 1.431114523283018303e-01 6.018624876663101336e-02 -6.621324072773122680e+03
2.882000073355102998e+00 -1.279570399475769094e+01 1.399774078586693005e-01 9.812049989302121245e-02 -6.602121882291914517e+03
1.069284351797314292e+00 -1.290386347227588004e+01 1.452257058068739393e-01 9.972986711606490751e-02 -6.575913729208366931e+03
1.539719844126282045e+00 -1.184300053630910732e+01 1.655471277771095040e-01 6.004444636051597256e-02 -6.572489624346168057e+03
1.850935187484572753e+00 -1.240994229067729826e+01 1.756157566126381186e-01 6.276153651621356466e-02 -6.553224695081489699e+03
1.570603616051926332e+00 -1.266170602462140415e+01 1.916447367418205316e-01 4.697525435622709744e-02 -6.549272146496816276e+03
1.032745280738933014e+00 -1.285617116536737647e+01 2.218373429433970756e-01 1.224252111230299603e-02 -6.540862702127122247e+03
1.020653536078811152e+00 -1.188524576932939425e+01 1.843363418157443756e-01 4.982193348947560468e-02 -6.530141835539005115e+03
2.897763680733674185e+00 -1.261482266543064590e+01 1.928335394414106285e-01 3.614879762290255233e-02 -6.528570812912712427e+03
1.495274404468964535e+00 -1.154375912501306978e+01 1.181511566357317800e-01 9.734094396474132771e-02 -6.528022406713185774e+03
2.120746768114513348e+00 -9.073170222582104927e+00 1.118665905883164391e-01 6.609348880831696083e-02 -6.526728664192450196e+03
2.388142799050977594e+00 -8.340134347404001502e+00 2.311898513078226025e-01 9.531148711392145589e-02 -6.516180955087027542e+03
1.430612872667332391e+00 -1.142906885240690862e+01 1.389799307686093166e-01 6.230167522859467177e-02 -6.512279851463455998e+03
2.239574240913482228e+00 -1.162476365274718049e+01 1.168184195730584962e-01 9.281310979315286758e-02 -6.510790971319315759e+03
2.587948351828416982e+00 -1.226183385114413760e+01 1.605209961797856577e-01 6.967547200090001835e-02 -6.510671950830595961e+03
1.699142105627960309e+00 -1.130532666521013851e+01 1.000751545944293802e-01 9.504126119565962927e-02 -6.507502586995036836e+03
1.318328989173166654e+00 -9.731276552392802870e+00 1.029283687998641117e-01 4.241962947545392659e-02 -6.499591811573742234e+03
1.536134348841342145e+00 -1.252163017964370084e+01 1.984742944019999844e-01 4.027885572802463593e-02 -6.497683754208685059e+03
1.529603881627463080e+00 -9.206957246556985552e+00 2.409157569736789517e-01 5.600227437365436212e-02 -6.482329887794655406e+03
1.884088786025609252e+00 -1.234604814398172934e+01 1.682021090492440418e-01 7.379057013764522832e-02 -6.478849898920507258e+03
2.205708124844028006e+00 -1.163344239146988102e+01 1.448382341084480385e-01 6.107245059466107073e-02 -6.471533445806255259e+03
2.796585064267210541e+00 -8.869010754999807844e+00 9.525264091714343018e-02 8.221291299583844206e-03 -6.467879396940301376e+03
1.955762968843941518e+00 -1.193599850729935241e+01 1.975152598292809758e-01 2.171197250012417770e-02 -6.458871917928456241e+03
2.512792293961183532e+00 -1.269257359448872968e+01 2.169815564332432389e-01 1.607288165215759942e-02 -6.425628692694731399e+03
2.799149654671325926e+00 -1.073347942534387300e+01 5.181664685491047667e-02 8.885525632635404847e-02 -6.415780750699215787e+03
2.197929762656576358e+00 -1.207209770801400062e+01 2.120971988299402700e-01 8.739769857696245287e-03 -6.413277839984187267e+03
1.485105183470851076e+00 -1.161819862723963048e+01 1.755260939360155925e-01 3.847932058309386921e-02 -6.395505512829779946e+03
1.606014895255882369e+00 -1.263221691197387919e+01 1.661732691697890840e-01 8.534619576191727897e-02 -6.395088928906456204e+03
2.406178028772631095e+00 -1.198595164844117988e+01 1.591358875290929120e-01 6.849346591802076001e-02 -6.366362857182347398e+03
2.474982469093820914e+00 -1.270009704011909868e+01 1.717779520042094221e-01 7.679344424993309048e-02 -6.354081765500286565e+03
2.083504688565230634e+00 -1.232513573559588949e+01 2.002550122279125322e-01 3.695562556104464019e-02 -6.338895002443114208e+03
1.598442948743755698e+00 -1.203716388793597680e+01 1.708451709479511527e-01 7.352073337289428967e-02 -6.325388266668878714e+03
1.363429664825927867e+00 -1.099126775458207206e+01 7.992468688048059988e-02 8.700316282870373952e-02 -6.323806987577981999e+03
2.353207903798348433e+00 -1.281607324537196746e+01 2.113065302681964019e-01 3.017074751004126393e-02 -6.304821723695893525e+03
1.118051957157288889e+00 -1.235580989033605981e+01 2.232961041153587733e-01 1.765357386646407983e-02 -6.285178840890601350e+03
1.288381968001403477e+00 -1.254294562762306242e+01 1.861775365327774101e-01 6.821605106668189589e-02 -6.259765590430254633e+03
2.955841708108834176e+00 -1.259541452310590159e+01 2.045468614993525280e-01 3.028773332621902473e-02 -6.257226275574756073e+03
1.673905752078070686e+00 -9.159735317471684013e+00 1.984060590793123025e-01 8.080017620500543063e-02 -6.248799619623896433e+03
2.355062170459381932e+00 -8.592272247978318234e+00 2.044352574069596140e-01 2.675937254374376531e-02 -6.247151535359612353e+03
1.042748089516879251e+00 -1.201154133533406920e+01 2.004863273604320373e-01 4.692239086007198717e-02 -6.216012906588040096e+03
2.125731702569094494e+00 -1.137401756204776149e+01 1.090819507011133588e-01 9.714411896440673655e-02 -6.213585957002473151e+03
2.887060865462396819e+00 -8.244293687272328697e+00 1.636579361454296722e-01 8.647445200125308817e-02 -6.191312805388093693e+03
2.083716165635495443e+00 -1.196032817889701150e+01 1.968456818640118011e-01 3.072375725434378646e-02 -6.191276540690641013e+03
2.380397457081398827e+00 -1.160523376775080351e+01 1.896911824585422734e-01 7.259389369963465018e-03 -6.181615209599635818e+03
1.232227004696996309e+00 -1.181754515700358255e+01 1.533765182855422737e-01 9.981156258704314277e-02 -6.173483277098095641e+03
1.978021644634631038e+00 -1.194537554023700920e+01 1.652238390605607066e-01 7.743328548224559515e-02 -6.166273953269726917e+03
2.769109289449231071e+00 -1.125762088360738389e+01 9.542954392290821375e-02 9.472646689973740486e-02 -6.140253363378671565e+03
1.802628800292247480e+00 -1.197258242114852322e+01 1.736888893769423792e-01 7.338735279221335339e-02 -6.130705918231506075e+03
1.109840273372693753e+00 -1.268131002360739856e+01 1.996425670931838980e-01 5.738145544483228694e-02 -6.129300654616681641e+03
2.362397857724099381e+00 -1.108143774855230745e+01 8.665017732143043272e-02 9.554617010172827829e-02 -6.113675692413440629e+03
2.232656705207067827e+00 -1.137965026806656788e+01 1.477933772708567850e-01 4.318156471149584008e-02 -6.112367363966030098e+03
1.887834561282433432e+00 -1.165418714224297503e+01 1.418634905275796831e-01 9.272725290126110353e-02 -6.089469549028415713e+03
2.674902764295893576e+00 -1.221507112856298249e+01 1.588405509525476766e-01 9.082698260022517567e-02 -6.087386894324459718e+03
2.490825128468793004e+00 -1.213887859315696538e+01 1.618875294666135001e-01 8.813296640172771368e-02 -6.060548403748067358e+03
1.358515283981846400e+00 -1.140581828411790610e+01 1.473924824819498325e-01 6.907531389873626526e-02 -6.051036177641690301e+03
1.978365936407868286e+00 -8.912851618429957767e+00 1.886082844687571591e-01 9.555798954641742116e-02 -6.042095780102699791e+03
1.744562773343625972e+00 -1.140757192302469392e+01 1.226612420422508870e-01 9.918846247779355974e-02 -6.030598514161181811e+03
2.821382848557802525e+00 -8.377470240790184874e+00 1.560148732581848607e-01 7.260009749911665311e-02 -6.013996221654621877e+03
2.246325407468853896e+00 -1.169665994694605260e+01 1.887396848238069857e-01 2.354944858169153582e-02 -6.005575002970466812e+03
1.320934604020545855e+00 -1.183899247282734635e+01 2.207727854311654081e-01 1.392865231398278218e-02 -5.999175797216483261e+03
1.536888113650079823e+00 -9.684684175973828246e+00 5.843820651065841087e-02 6.996523551360066262e-02 -5.965907676300226740e+03
2.499642925333709798e+00 -1.241744896028651546e+01 1.974153746969886103e-01 5.585369913397937591e-02 -5.959640910759149847e+03
2.110971662042086194e+00 -1.182094521783108121e+01 2.182187639303482807e-01 1.880933616111080120e-03 -5.950999809051929333e+03
1.012758577369962776e+00 -1.142565200708331297e+01 1.677322772637719617e-01 5.215651417604244555e-02 -5.949785434998631899e+03
2.280475388913723922e+00 -8.634169867473623583e+00 2.150885412422642307e-01 3.393306214702273421e-02 -5.935104175024147480e+03
2.573354678562444597e+00 -1.069302741041490101e+01 8.466091598508224125e-02 3.949012246861503123e-02 -5.929903809684701628e+03
2.839169982279717175e+00 -1.162080991053525914e+01 1.356848641620773677e-01 8.453912340611599574e-02 -5.910840273793815868e+03
2.787295963306609003e+00 -8.058755998479362859e+00 2.414194059323667152e-01 4.304020765344332422e-02 -5.901449354691073495e+03
2.999706709906158508e+00 -1.188133103964864468e+01 1.853471721970021968e-01 3.192377580256866576e-02 -5.893215343830783240e+03
